"Year","season","Trawls","Trawls_Efforts","Family","Species","trawlCatch_Num","trawlMeasured_Num","propMeasured","propMeasured_catchable","trawlCatch_catchableNum","trawlCatch_catchablePerTrawl","trawlCatch_catchablePerEffort"
"1984","FALL",5,8.75,"HAKE","SILVER HAKE",120,45,0.375,0.133333333333333,16,3.2,1.82857142857143
"1984","FALL",5,8.75,"HAKE","WHITE HAKE",25,23,0.92,0,0,0,0
"1984","SPRING",3,5.25,"HERRING","ALEWIFE",75,10,0.133333333333333,0.8,60,20,11.4285714285714
"1984","SPRING",3,5.25,"HERRING","ATLANTIC HERRING",4,3,0.75,0,0,0,0
"1984","SPRING",3,5.25,"HERRING","BLUEBACK HERRING",11,7,0.636363636363636,1,11,3.66666666666667,2.0952380952381
"1984","SPRING",3,5.25,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1984","SPRING",3,5.25,"HAKE","RED HAKE",24,17,0.708333333333333,0,0,0,0
"1984","SPRING",3,5.25,"HAKE","SILVER HAKE",36,21,0.583333333333333,0.142857142857143,5.14285714285714,1.71428571428571,0.979591836734694
"1984","SPRING",3,5.25,"HAKE","WHITE HAKE",2,2,1,0,0,0,0
"1985","FALL",5,8.75,"HERRING","ALEWIFE",245,19,0.0775510204081633,0.105263157894737,25.7894736842105,5.1578947368421,2.94736842105263
"1985","FALL",5,8.75,"HERRING","ATLANTIC HERRING",18,14,0.777777777777778,0.357142857142857,6.42857142857143,1.28571428571429,0.73469387755102
"1985","FALL",5,8.75,"MACKEREL","ATLANTIC MACKEREL",33,15,0.454545454545455,0,0,0,0
"1985","FALL",5,8.75,"BUTTERFISH","BUTTERFISH",117,11,0.094017094017094,0.818181818181818,95.7272727272727,19.1454545454545,10.9402597402597
"1985","FALL",5,8.75,"POLLOCK","POLLOCK",26,11,0.423076923076923,0,0,0,0
"1985","FALL",5,8.75,"HAKE","RED HAKE",74,38,0.513513513513513,0,0,0,0
"1985","FALL",5,8.75,"HAKE","SILVER HAKE",216,72,0.333333333333333,0.361111111111111,78,15.6,8.91428571428571
"1985","FALL",5,8.75,"HAKE","WHITE HAKE",5,5,1,0,0,0,0
"1985","SPRING",7,12.25,"HERRING","ALEWIFE",36,23,0.638888888888889,0.478260869565217,17.2173913043478,2.45962732919255,1.40550133096717
"1985","SPRING",7,12.25,"HERRING","BLUEBACK HERRING",3,3,1,1,3,0.428571428571429,0.244897959183673
"1985","SPRING",7,12.25,"HAKE","RED HAKE",32,28,0.875,0,0,0,0
"1985","SPRING",7,12.25,"HAKE","SILVER HAKE",88,62,0.704545454545455,0.306451612903226,26.9677419354839,3.85253456221198,2.20144832126399
"1985","SPRING",7,12.25,"HAKE","WHITE HAKE",1,1,1,0,0,0,0
"1986","FALL",4,7,"HERRING","ALEWIFE",47,8,0.170212765957447,0.125,5.875,1.46875,0.839285714285714
"1986","FALL",4,7,"HERRING","ATLANTIC HERRING",14,5,0.357142857142857,0,0,0,0
"1986","FALL",4,7,"MACKEREL","ATLANTIC MACKEREL",32,14,0.4375,0,0,0,0
"1986","FALL",4,7,"HERRING","BLUEBACK HERRING",1,1,1,0,0,0,0
"1986","FALL",4,7,"BUTTERFISH","BUTTERFISH",154,11,0.0714285714285714,0.727272727272727,112,28,16
"1986","FALL",4,7,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1986","FALL",4,7,"HAKE","RED HAKE",62,42,0.67741935483871,0,0,0,0
"1986","FALL",4,7,"HAKE","SILVER HAKE",256,60,0.234375,0.266666666666667,68.2666666666667,17.0666666666667,9.75238095238095
"1986","FALL",4,7,"HAKE","WHITE HAKE",100,40,0.4,0.05,5,1.25,0.714285714285714
"1986","SPRING",3,5.25,"HERRING","ALEWIFE",29,12,0.413793103448276,0.5,14.5,4.83333333333333,2.76190476190476
"1986","SPRING",3,5.25,"HERRING","ATLANTIC HERRING",63,14,0.222222222222222,0,0,0,0
"1986","SPRING",3,5.25,"HAKE","RED HAKE",39,16,0.41025641025641,0,0,0,0
"1986","SPRING",3,5.25,"HAKE","SILVER HAKE",56,24,0.428571428571429,0.625,35,11.6666666666667,6.66666666666667
"1986","SPRING",3,5.25,"HAKE","WHITE HAKE",33,21,0.636363636363636,0,0,0,0
"1987","FALL",8,13.1833333333333,"HERRING","ATLANTIC HERRING",53,22,0.415094339622642,0.0909090909090909,4.81818181818182,0.602272727272727,0.36547523273187
"1987","FALL",8,13.1833333333333,"MACKEREL","ATLANTIC MACKEREL",123,8,0.0650406504065041,0.375,46.125,5.765625,3.49873577749684
"1987","FALL",8,13.1833333333333,"HERRING","BLUEBACK HERRING",1,1,1,0,0,0,0
"1987","FALL",8,13.1833333333333,"POLLOCK","POLLOCK",17,13,0.764705882352941,0.153846153846154,2.61538461538462,0.326923076923077,0.198385685111349
"1987","FALL",8,13.1833333333333,"HAKE","RED HAKE",91,48,0.527472527472527,0,0,0,0
"1987","FALL",8,13.1833333333333,"HAKE","SILVER HAKE",268,97,0.361940298507463,0.0515463917525773,13.8144329896907,1.72680412371134,1.04787102323823
"1987","FALL",8,13.1833333333333,"HAKE","WHITE HAKE",38,30,0.789473684210526,0.1,3.8,0.475,0.288242730720607
"1987","SPRING",7,12.25,"HERRING","ALEWIFE",42,19,0.452380952380952,0.421052631578947,17.6842105263158,2.52631578947368,1.44360902255639
"1987","SPRING",7,12.25,"HERRING","ATLANTIC HERRING",133,18,0.135338345864662,0,0,0,0
"1987","SPRING",7,12.25,"HERRING","BLUEBACK HERRING",2,2,1,1,2,0.285714285714286,0.163265306122449
"1987","SPRING",7,12.25,"POLLOCK","POLLOCK",112,23,0.205357142857143,0,0,0,0
"1987","SPRING",7,12.25,"HAKE","RED HAKE",28,22,0.785714285714286,0,0,0,0
"1987","SPRING",7,12.25,"HAKE","SILVER HAKE",144,53,0.368055555555556,0.132075471698113,19.0188679245283,2.71698113207547,1.55256064690027
"1987","SPRING",7,12.25,"HAKE","WHITE HAKE",11,10,0.909090909090909,0,0,0,0
"1988","FALL",6,10.5,"HERRING","ATLANTIC HERRING",58,24,0.413793103448276,0.0416666666666667,2.41666666666667,0.402777777777778,0.23015873015873
"1988","FALL",6,10.5,"MACKEREL","ATLANTIC MACKEREL",1,1,1,1,1,0.166666666666667,0.0952380952380952
"1988","FALL",6,10.5,"POLLOCK","POLLOCK",30,18,0.6,0,0,0,0
"1988","FALL",6,10.5,"HAKE","RED HAKE",89,52,0.584269662921348,0.0192307692307692,1.71153846153846,0.28525641025641,0.163003663003663
"1988","FALL",6,10.5,"HAKE","SILVER HAKE",257,60,0.233463035019455,0.583333333333333,149.916666666667,24.9861111111111,14.2777777777778
"1988","FALL",6,10.5,"HAKE","WHITE HAKE",15,14,0.933333333333333,0,0,0,0
"1988","SPRING",7,12.25,"HERRING","ALEWIFE",30,21,0.7,0.857142857142857,25.7142857142857,3.6734693877551,2.09912536443149
"1988","SPRING",7,12.25,"HERRING","ATLANTIC HERRING",27,16,0.592592592592593,0,0,0,0
"1988","SPRING",7,12.25,"HERRING","BLUEBACK HERRING",3,3,1,1,3,0.428571428571429,0.244897959183673
"1988","SPRING",7,12.25,"SAND LANCE","NORTHERN SAND LANCE",4,2,0.5,0.5,2,0.285714285714286,0.163265306122449
"1988","SPRING",7,12.25,"POLLOCK","POLLOCK",16,8,0.5,0,0,0,0
"1988","SPRING",7,12.25,"HAKE","RED HAKE",92,46,0.5,0,0,0,0
"1988","SPRING",7,12.25,"HAKE","SILVER HAKE",106,45,0.424528301886792,0.0444444444444444,4.71111111111111,0.673015873015873,0.384580498866213
"1988","SPRING",7,12.25,"HAKE","WHITE HAKE",30,24,0.8,0,0,0,0
"1989","FALL",3,4.8125,"HERRING","ALEWIFE",4,3,0.75,0,0,0,0
"1989","FALL",3,4.8125,"HERRING","ATLANTIC HERRING",47,16,0.340425531914894,0,0,0,0
"1989","FALL",3,4.8125,"HERRING","BLUEBACK HERRING",2,2,1,0,0,0,0
"1989","FALL",3,4.8125,"POLLOCK","POLLOCK",26,7,0.269230769230769,0,0,0,0
"1989","FALL",3,4.8125,"HAKE","RED HAKE",26,22,0.846153846153846,0,0,0,0
"1989","FALL",3,4.8125,"HAKE","SILVER HAKE",140,32,0.228571428571429,0.25,35,11.6666666666667,7.27272727272727
"1989","FALL",3,4.8125,"HAKE","WHITE HAKE",21,18,0.857142857142857,0,0,0,0
"1989","SPRING",4,6.70833333333333,"HERRING","ALEWIFE",51,19,0.372549019607843,0.789473684210526,40.2631578947368,10.0657894736842,6.00196142530239
"1989","SPRING",4,6.70833333333333,"HERRING","ATLANTIC HERRING",2104,20,0.00950570342205323,0,0,0,0
"1989","SPRING",4,6.70833333333333,"HERRING","BLUEBACK HERRING",4,2,0.5,1,4,1,0.596273291925466
"1989","SPRING",4,6.70833333333333,"POLLOCK","POLLOCK",6,5,0.833333333333333,0,0,0,0
"1989","SPRING",4,6.70833333333333,"HAKE","RED HAKE",27,14,0.518518518518518,0,0,0,0
"1989","SPRING",4,6.70833333333333,"HAKE","SILVER HAKE",402,19,0.0472636815920398,0.315789473684211,126.947368421053,31.7368421052632,18.923831317424
"1989","SPRING",4,6.70833333333333,"HAKE","WHITE HAKE",6,6,1,0,0,0,0
"1990","FALL",6,10.5,"HERRING","ATLANTIC HERRING",233,28,0.120171673819742,0,0,0,0
"1990","FALL",6,10.5,"BUTTERFISH","BUTTERFISH",2,2,1,1,2,0.333333333333333,0.19047619047619
"1990","FALL",6,10.5,"POLLOCK","POLLOCK",10,7,0.7,0,0,0,0
"1990","FALL",6,10.5,"HAKE","RED HAKE",155,61,0.393548387096774,0,0,0,0
"1990","FALL",6,10.5,"HAKE","SILVER HAKE",238,80,0.336134453781513,0.2375,56.525,9.42083333333333,5.38333333333333
"1990","FALL",6,10.5,"HAKE","WHITE HAKE",55,38,0.690909090909091,0.157894736842105,8.68421052631579,1.44736842105263,0.827067669172932
"1990","SPRING",4,6.79583333333333,"HERRING","ALEWIFE",10,8,0.8,0.75,7.5,1.875,1.10361741263029
"1990","SPRING",4,6.79583333333333,"HERRING","ATLANTIC HERRING",194,17,0.0876288659793814,0,0,0,0
"1990","SPRING",4,6.79583333333333,"SAND LANCE","NORTHERN SAND LANCE",17,4,0.235294117647059,0.75,12.75,3.1875,1.87614960147149
"1990","SPRING",4,6.79583333333333,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1990","SPRING",4,6.79583333333333,"HAKE","RED HAKE",8,7,0.875,0.142857142857143,1.14285714285714,0.285714285714286,0.168170272400806
"1990","SPRING",4,6.79583333333333,"HAKE","SILVER HAKE",130,28,0.215384615384615,0.357142857142857,46.4285714285714,11.6071428571429,6.83191731628274
"1990","SPRING",4,6.79583333333333,"HAKE","WHITE HAKE",5,5,1,0,0,0,0
"1991","FALL",8,14,"HERRING","ALEWIFE",152,20,0.131578947368421,0.2,30.4,3.8,2.17142857142857
"1991","FALL",8,14,"HERRING","ATLANTIC HERRING",231,42,0.181818181818182,0,0,0,0
"1991","FALL",8,14,"MACKEREL","ATLANTIC MACKEREL",20,11,0.55,0,0,0,0
"1991","FALL",8,14,"HERRING","BLUEBACK HERRING",1,1,1,1,1,0.125,0.0714285714285714
"1991","FALL",8,14,"BUTTERFISH","BUTTERFISH",16,9,0.5625,0.888888888888889,14.2222222222222,1.77777777777778,1.01587301587302
"1991","FALL",8,14,"POLLOCK","POLLOCK",1,1,1,1,1,0.125,0.0714285714285714
"1991","FALL",8,14,"HAKE","RED HAKE",259,96,0.370656370656371,0.09375,24.28125,3.03515625,1.734375
"1991","FALL",8,14,"HAKE","SILVER HAKE",269,118,0.438661710037175,0.38135593220339,102.584745762712,12.823093220339,7.3274818401937
"1991","FALL",8,14,"HAKE","WHITE HAKE",63,39,0.619047619047619,0.0512820512820513,3.23076923076923,0.403846153846154,0.230769230769231
"1991","SPRING",9,15.75,"HERRING","ALEWIFE",159,30,0.188679245283019,0.8,127.2,14.1333333333333,8.07619047619048
"1991","SPRING",9,15.75,"HERRING","ATLANTIC HERRING",137,51,0.372262773722628,0.156862745098039,21.4901960784314,2.38779956427015,1.36445689386866
"1991","SPRING",9,15.75,"HERRING","BLUEBACK HERRING",90,17,0.188888888888889,1,90,10,5.71428571428571
"1991","SPRING",9,15.75,"SAND LANCE","NORTHERN SAND LANCE",2,2,1,0.5,1,0.111111111111111,0.0634920634920635
"1991","SPRING",9,15.75,"POLLOCK","POLLOCK",17,12,0.705882352941177,0.0833333333333333,1.41666666666667,0.157407407407407,0.0899470899470899
"1991","SPRING",9,15.75,"HAKE","RED HAKE",46,35,0.760869565217391,0.228571428571429,10.5142857142857,1.16825396825397,0.667573696145125
"1991","SPRING",9,15.75,"HAKE","SILVER HAKE",434,74,0.170506912442396,0.648648648648649,281.513513513514,31.2792792792793,17.8738738738739
"1991","SPRING",9,15.75,"HAKE","WHITE HAKE",4,4,1,0,0,0,0
"1992","FALL",10,17.2083333333333,"HERRING","ALEWIFE",461,26,0.0563991323210412,0.153846153846154,70.9230769230769,7.09230769230769,4.12143788414975
"1992","FALL",10,17.2083333333333,"HERRING","ATLANTIC HERRING",432,79,0.18287037037037,0,0,0,0
"1992","FALL",10,17.2083333333333,"MACKEREL","ATLANTIC MACKEREL",211,20,0.0947867298578199,0,0,0,0
"1992","FALL",10,17.2083333333333,"BUTTERFISH","BUTTERFISH",29,12,0.413793103448276,0.916666666666667,26.5833333333333,2.65833333333333,1.54479418886199
"1992","FALL",10,17.2083333333333,"POLLOCK","POLLOCK",47,14,0.297872340425532,0,0,0,0
"1992","FALL",10,17.2083333333333,"HAKE","RED HAKE",111,70,0.630630630630631,0,0,0,0
"1992","FALL",10,17.2083333333333,"HAKE","SILVER HAKE",519,149,0.287090558766859,0.422818791946309,219.442953020134,21.9442953020134,12.7521328631555
"1992","FALL",10,17.2083333333333,"HAKE","WHITE HAKE",50,37,0.74,0,0,0,0
"1992","SPRING",6,10.5,"HERRING","ALEWIFE",103,10,0.0970873786407767,0.8,82.4,13.7333333333333,7.84761904761905
"1992","SPRING",6,10.5,"HERRING","ATLANTIC HERRING",335,37,0.11044776119403,0.027027027027027,9.05405405405405,1.50900900900901,0.862290862290862
"1992","SPRING",6,10.5,"HERRING","BLUEBACK HERRING",5,5,1,1,5,0.833333333333333,0.476190476190476
"1992","SPRING",6,10.5,"SAND LANCE","NORTHERN SAND LANCE",13,5,0.384615384615385,0.6,7.8,1.3,0.742857142857143
"1992","SPRING",6,10.5,"POLLOCK","POLLOCK",79,12,0.151898734177215,0,0,0,0
"1992","SPRING",6,10.5,"HAKE","RED HAKE",31,26,0.838709677419355,0.192307692307692,5.96153846153846,0.993589743589744,0.567765567765568
"1992","SPRING",6,10.5,"HAKE","SILVER HAKE",439,71,0.161731207289294,0.323943661971831,142.211267605634,23.7018779342723,13.5439302481556
"1992","SPRING",6,10.5,"HAKE","WHITE HAKE",3,3,1,0,0,0,0
"1993","FALL",5,8.75,"HERRING","ALEWIFE",348,11,0.0316091954022989,0.0909090909090909,31.6363636363636,6.32727272727273,3.61558441558442
"1993","FALL",5,8.75,"HERRING","ATLANTIC HERRING",1252,46,0.036741214057508,0,0,0,0
"1993","FALL",5,8.75,"MACKEREL","ATLANTIC MACKEREL",22,7,0.318181818181818,0,0,0,0
"1993","FALL",5,8.75,"HERRING","BLUEBACK HERRING",3,3,1,0.333333333333333,1,0.2,0.114285714285714
"1993","FALL",5,8.75,"POLLOCK","POLLOCK",5,4,0.8,0,0,0,0
"1993","FALL",5,8.75,"HAKE","RED HAKE",65,43,0.661538461538462,0.0465116279069767,3.02325581395349,0.604651162790698,0.345514950166113
"1993","FALL",5,8.75,"HAKE","SILVER HAKE",236,66,0.279661016949153,0.333333333333333,78.6666666666667,15.7333333333333,8.99047619047619
"1993","FALL",5,8.75,"HAKE","WHITE HAKE",19,17,0.894736842105263,0.0588235294117647,1.11764705882353,0.223529411764706,0.127731092436975
"1993","SPRING",6,10.2083333333333,"HERRING","ALEWIFE",49,22,0.448979591836735,0.772727272727273,37.8636363636364,6.31060606060606,3.70909090909091
"1993","SPRING",6,10.2083333333333,"HERRING","ATLANTIC HERRING",726,36,0.0495867768595041,0.277777777777778,201.666666666667,33.6111111111111,19.7551020408163
"1993","SPRING",6,10.2083333333333,"HERRING","BLUEBACK HERRING",79,20,0.253164556962025,0.75,59.25,9.875,5.80408163265306
"1993","SPRING",6,10.2083333333333,"POLLOCK","POLLOCK",84,19,0.226190476190476,0.105263157894737,8.84210526315789,1.47368421052632,0.866165413533834
"1993","SPRING",6,10.2083333333333,"HAKE","RED HAKE",18,14,0.777777777777778,0,0,0,0
"1993","SPRING",6,10.2083333333333,"HAKE","SILVER HAKE",94,28,0.297872340425532,0.285714285714286,26.8571428571429,4.47619047619048,2.63090379008746
"1993","SPRING",6,10.2083333333333,"HAKE","WHITE HAKE",2,2,1,0,0,0,0
"1994","FALL",5,8.51666666666667,"HERRING","ALEWIFE",249,18,0.072289156626506,0.333333333333333,83,16.6,9.74559686888454
"1994","FALL",5,8.51666666666667,"HERRING","ATLANTIC HERRING",51,8,0.156862745098039,0.5,25.5,5.1,2.99412915851272
"1994","FALL",5,8.51666666666667,"MACKEREL","ATLANTIC MACKEREL",83,22,0.265060240963855,0,0,0,0
"1994","FALL",5,8.51666666666667,"HERRING","BLUEBACK HERRING",336,10,0.0297619047619048,0.6,201.6,40.32,23.6712328767123
"1994","FALL",5,8.51666666666667,"BUTTERFISH","BUTTERFISH",1325,15,0.0113207547169811,1,1325,265,155.577299412916
"1994","FALL",5,8.51666666666667,"HAKE","RED HAKE",284,40,0.140845070422535,0.2,56.8,11.36,6.6692759295499
"1994","FALL",5,8.51666666666667,"HAKE","SILVER HAKE",183,48,0.262295081967213,0.354166666666667,64.8125,12.9625,7.6100782778865
"1994","FALL",5,8.51666666666667,"HAKE","WHITE HAKE",38,25,0.657894736842105,0,0,0,0
"1994","SPRING",9,15.75,"HERRING","ALEWIFE",213,40,0.187793427230047,0.75,159.75,17.75,10.1428571428571
"1994","SPRING",9,15.75,"HERRING","ATLANTIC HERRING",45,24,0.533333333333333,0.125,5.625,0.625,0.357142857142857
"1994","SPRING",9,15.75,"HERRING","BLUEBACK HERRING",93,35,0.376344086021505,0.971428571428571,90.3428571428571,10.0380952380952,5.73605442176871
"1994","SPRING",9,15.75,"POLLOCK","POLLOCK",10,7,0.7,0,0,0,0
"1994","SPRING",9,15.75,"HAKE","RED HAKE",74,40,0.540540540540541,0,0,0,0
"1994","SPRING",9,15.75,"HAKE","SILVER HAKE",401,61,0.15211970074813,0.377049180327869,151.196721311475,16.799635701275,9.59979182930002
"1994","SPRING",9,15.75,"HAKE","WHITE HAKE",16,13,0.8125,0,0,0,0
"1995","FALL",5,8.75,"HERRING","ALEWIFE",1318,18,0.0136570561456753,0,0,0,0
"1995","FALL",5,8.75,"HERRING","ATLANTIC HERRING",1602,39,0.0243445692883895,0.0769230769230769,123.230769230769,24.6461538461538,14.0835164835165
"1995","FALL",5,8.75,"MACKEREL","ATLANTIC MACKEREL",148,6,0.0405405405405405,0.333333333333333,49.3333333333333,9.86666666666667,5.63809523809524
"1995","FALL",5,8.75,"HERRING","BLUEBACK HERRING",107,6,0.0560747663551402,0,0,0,0
"1995","FALL",5,8.75,"BUTTERFISH","BUTTERFISH",804,22,0.027363184079602,0.863636363636364,694.363636363636,138.872727272727,79.3558441558442
"1995","FALL",5,8.75,"POLLOCK","POLLOCK",9,8,0.888888888888889,0,0,0,0
"1995","FALL",5,8.75,"HAKE","RED HAKE",119,50,0.420168067226891,0.06,7.14,1.428,0.816
"1995","FALL",5,8.75,"HAKE","SILVER HAKE",417,75,0.179856115107914,0.213333333333333,88.96,17.792,10.1668571428571
"1995","FALL",5,8.75,"HAKE","WHITE HAKE",34,27,0.794117647058823,0,0,0,0
"1995","SPRING",4,6.88333333333333,"HERRING","ALEWIFE",36,16,0.444444444444444,0.6875,24.75,6.1875,3.5956416464891
"1995","SPRING",4,6.88333333333333,"HERRING","ATLANTIC HERRING",59,14,0.23728813559322,0,0,0,0
"1995","SPRING",4,6.88333333333333,"HERRING","BLUEBACK HERRING",1,1,1,1,1,0.25,0.145278450363196
"1995","SPRING",4,6.88333333333333,"POLLOCK","POLLOCK",1,1,1,0,0,0,0
"1995","SPRING",4,6.88333333333333,"HAKE","RED HAKE",42,26,0.619047619047619,0.0769230769230769,3.23076923076923,0.807692307692308,0.469361147327249
"1995","SPRING",4,6.88333333333333,"HAKE","SILVER HAKE",201,34,0.169154228855721,0.411764705882353,82.7647058823529,20.6911764705882,12.0239282153539
"1995","SPRING",4,6.88333333333333,"HAKE","WHITE HAKE",4,4,1,0,0,0,0
"1996","FALL",2,3.5,"HERRING","ALEWIFE",2,1,0.5,0,0,0,0
"1996","FALL",2,3.5,"HERRING","ATLANTIC HERRING",1,1,1,0,0,0,0
"1996","FALL",2,3.5,"MACKEREL","ATLANTIC MACKEREL",1,1,1,0,0,0,0
"1996","FALL",2,3.5,"POLLOCK","POLLOCK",12,7,0.583333333333333,0,0,0,0
"1996","FALL",2,3.5,"HAKE","RED HAKE",12,10,0.833333333333333,0.2,2.4,1.2,0.685714285714286
"1996","FALL",2,3.5,"HAKE","SILVER HAKE",51,12,0.235294117647059,0.416666666666667,21.25,10.625,6.07142857142857
"1996","FALL",2,3.5,"HAKE","WHITE HAKE",6,5,0.833333333333333,0.2,1.2,0.6,0.342857142857143
"1996","SPRING",10,17.5,"HERRING","ALEWIFE",59,26,0.440677966101695,0.615384615384615,36.3076923076923,3.63076923076923,2.07472527472527
"1996","SPRING",10,17.5,"HERRING","ATLANTIC HERRING",25,14,0.56,0.571428571428571,14.2857142857143,1.42857142857143,0.816326530612245
"1996","SPRING",10,17.5,"HERRING","BLUEBACK HERRING",45,19,0.422222222222222,0.894736842105263,40.2631578947368,4.02631578947368,2.30075187969925
"1996","SPRING",10,17.5,"SAND LANCE","NORTHERN SAND LANCE",262,19,0.0725190839694656,0.368421052631579,96.5263157894737,9.65263157894737,5.51578947368421
"1996","SPRING",10,17.5,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1996","SPRING",10,17.5,"HAKE","RED HAKE",127,59,0.464566929133858,0.11864406779661,15.0677966101695,1.50677966101695,0.861016949152542
"1996","SPRING",10,17.5,"HAKE","SILVER HAKE",412,51,0.12378640776699,0.333333333333333,137.333333333333,13.7333333333333,7.84761904761905
"1996","SPRING",10,17.5,"HAKE","WHITE HAKE",17,15,0.882352941176471,0,0,0,0
"1997","FALL",4,7.6,"HERRING","ALEWIFE",23,9,0.391304347826087,0.111111111111111,2.55555555555556,0.638888888888889,0.33625730994152
"1997","FALL",4,7.6,"HERRING","ATLANTIC HERRING",557,40,0.0718132854578097,0,0,0,0
"1997","FALL",4,7.6,"HERRING","BLUEBACK HERRING",16,5,0.3125,0,0,0,0
"1997","FALL",4,7.6,"BUTTERFISH","BUTTERFISH",12,8,0.666666666666667,1,12,3,1.57894736842105
"1997","FALL",4,7.6,"HAKE","RED HAKE",83,37,0.44578313253012,0,0,0,0
"1997","FALL",4,7.6,"HAKE","SILVER HAKE",211,50,0.23696682464455,0.42,88.62,22.155,11.6605263157895
"1997","FALL",4,7.6,"HAKE","WHITE HAKE",7,6,0.857142857142857,0,0,0,0
"1997","SPRING",8,15.2,"HERRING","ALEWIFE",64,24,0.375,0.416666666666667,26.6666666666667,3.33333333333333,1.75438596491228
"1997","SPRING",8,15.2,"HERRING","ATLANTIC HERRING",43,15,0.348837209302326,0.2,8.6,1.075,0.565789473684211
"1997","SPRING",8,15.2,"HERRING","BLUEBACK HERRING",28,10,0.357142857142857,0.7,19.6,2.45,1.28947368421053
"1997","SPRING",8,15.2,"POLLOCK","POLLOCK",2,2,1,0,0,0,0
"1997","SPRING",8,15.2,"HAKE","RED HAKE",234,69,0.294871794871795,0.0289855072463768,6.78260869565217,0.847826086956522,0.446224256292906
"1997","SPRING",8,15.2,"HAKE","SILVER HAKE",197,57,0.289340101522843,0.175438596491228,34.5614035087719,4.32017543859649,2.27377654662973
"1997","SPRING",8,15.2,"HAKE","WHITE HAKE",3,2,0.666666666666667,0,0,0,0
"1998","FALL",7,13.3,"HERRING","ALEWIFE",164,28,0.170731707317073,0.142857142857143,23.4285714285714,3.3469387755102,1.76154672395274
"1998","FALL",7,13.3,"HERRING","ATLANTIC HERRING",534,45,0.0842696629213483,0,0,0,0
"1998","FALL",7,13.3,"MACKEREL","ATLANTIC MACKEREL",17,10,0.588235294117647,0,0,0,0
"1998","FALL",7,13.3,"HERRING","BLUEBACK HERRING",1,1,1,0,0,0,0
"1998","FALL",7,13.3,"BUTTERFISH","BUTTERFISH",28,16,0.571428571428571,0.875,24.5,3.5,1.84210526315789
"1998","FALL",7,13.3,"POLLOCK","POLLOCK",279,25,0.0896057347670251,0,0,0,0
"1998","FALL",7,13.3,"HAKE","RED HAKE",172,101,0.587209302325581,0.0792079207920792,13.6237623762376,1.94625176803395,1.02434303580734
